Respondent_ID,Consume_frequency,Consume_time,Consume_reason,Heard_before,Brand_perception,General_perception,Tried_before,Taste_experience,Reasons_preventing_trying,Current_brands,Reasons_for_choosing_brands,Improvements_desired,Ingredients_expected,Health_concerns,Interest_in_natural_or_organic,Marketing_channels,Packaging_preference,Limited_edition_packaging,Price_range,Purchase_location,Typical_consumption_situations,,,
128407,2-3 times a week,Before exercise,To enhance sports performance,Yes,Neutral,Not sure,Yes,1,Health concerns,Bepsi,Availability,More natural ingredients,Sugar,Yes,No,Online ads,Compact and portable cans,Not Sure,100-150,Gyms and fitness centers,Studying/working late,,,
128408,2-3 times a week,Throughout the day,To boost performance,Yes,Negative,Effective,No,5,Not interested in energy drinks,Others,Brand reputation,More natural ingredients,Vitamins,Yes,Yes,Other,Compact and portable cans,No,Below 50,Online retailers,Studying/working late,,,
128409,Rarely,To stay awake during work/study,Other,Yes,Neutral,Healthy,Yes,3,Other,Blue Bull,Brand reputation,Wider range of flavors,Vitamins,Yes,Yes,Online ads,Compact and portable cans,Not Sure,50-99,Gyms and fitness centers,Studying/working late,,,
128410,Once a week,Throughout the day,Increased energy and focus,No,Positive,Healthy,Yes,5,Not available locally,Cola-Coka,Brand reputation,Wider range of flavors,Caffeine,Yes,No,Online ads,Other,Not Sure,50-99,Supermarkets,Studying/working late,,,
128411,Once a week,To stay awake during work/study,Increased energy and focus,Yes,Neutral,Not sure,No,1,Not available locally,Cola-Coka,Brand reputation,Reduced sugar content,Caffeine,Yes,Not Sure,Online ads,Compact and portable cans,No,100-150,Online retailers,Studying/working late,,,
128412,Rarely,To stay awake during work/study,Other,Yes,Neutral,Effective,No,3,Not interested in energy drinks,Cola-Coka,Other,Reduced sugar content,Guarana,Yes,Yes,Other,Compact and portable cans,No,Below 50,Online retailers,Studying/working late,,,
128413,2-3 times a week,For mental alertness,To boost performance,Yes,Neutral,Healthy,No,3,Unfamiliar with the brand,Sky 9,Other,More natural ingredients,Sugar,No,Yes,TV commercials,Innovative bottle design,No,50-99,Online retailers,Studying/working late,,,
128414,Once a week,For mental alertness,Increased energy and focus,No,Neutral,Dangerous,Yes,1,Unfamiliar with the brand,CodeX,Availability,Wider range of flavors,Caffeine,No,Yes,Outdoor billboards,Collectible packaging,No,50-99,Online retailers,Studying/working late,,,
128415,2-3 times a week,To stay awake during work/study,Increased energy and focus,Yes,Neutral,Dangerous,No,5,Not interested in energy drinks,Bepsi,Availability,Wider range of flavors,Vitamins,Yes,Not Sure,TV commercials,Innovative bottle design,Not Sure,100-150,Supermarkets,Studying/working late,,,
128416,Daily,To stay awake during work/study,To boost performance,No,Positive,Effective,Yes,3,Other,Bepsi,Other,Reduced sugar content,Guarana,Yes,Yes,Print media,Compact and portable cans,Yes,Above 150,Online retailers,Studying/working late,,,
128417,Daily,Before exercise,Increased energy and focus,Yes,Positive,Dangerous,Yes,2,Not available locally,Bepsi,Brand reputation,Reduced sugar content,Vitamins,Yes,No,Print media,Compact and portable cans,Not Sure,100-150,Supermarkets,Studying/working late,,,
128418,Daily,To stay awake during work/study,Increased energy and focus,Yes,Neutral,Healthy,Yes,4,Not interested in energy drinks,Bepsi,Other,Reduced sugar content,Caffeine,Yes,Yes,Online ads,Other,Yes,Above 150,Online retailers,Studying/working late,,,
128419,2-3 times a week,To stay awake during work/study,To combat fatigue,No,Neutral,Not sure,Yes,3,Not available locally,Bepsi,Other,More natural ingredients,Sugar,Yes,No,TV commercials,Compact and portable cans,No,100-150,Supermarkets,Studying/working late,,,
128420,2-3 times a month,To stay awake during work/study,Increased energy and focus,No,Neutral,Effective,Yes,4,Health concerns,Cola-Coka,Brand reputation,Healthier alternatives,Sugar,Yes,No,Online ads,Compact and portable cans,Yes,100-150,Online retailers,Studying/working late,,,
128421,Daily,Before exercise,To boost performance,No,Neutral,Not sure,Yes,5,Unfamiliar with the brand,Bepsi,Brand reputation,More natural ingredients,Vitamins,Yes,Yes,Outdoor billboards,Collectible packaging,No,50-99,Supermarkets,Studying/working late,,,
128422,Once a week,To stay awake during work/study,To enhance sports performance,No,Positive,Not sure,No,4,Unfamiliar with the brand,Cola-Coka,Taste/flavor preference,More natural ingredients,Caffeine,No,Yes,Outdoor billboards,Eco-friendly design,Yes,100-150,Supermarkets,Studying/working late,,,
128423,Rarely,Before exercise,To boost performance,Yes,Neutral,Not sure,No,2,Unfamiliar with the brand,Gangster,Brand reputation,More natural ingredients,Guarana,Yes,Yes,TV commercials,Innovative bottle design,No,100-150,Local stores,Studying/working late,,,
128424,2-3 times a month,Before exercise,Increased energy and focus,Yes,Positive,Dangerous,Yes,5,Not available locally,Blue Bull,Brand reputation,Wider range of flavors,Caffeine,Yes,Yes,Other,Compact and portable cans,Yes,100-150,Supermarkets,Studying/working late,,,
128425,Once a week,To stay awake during work/study,Increased energy and focus,No,Neutral,Dangerous,Yes,3,Not interested in energy drinks,Cola-Coka,Taste/flavor preference,More natural ingredients,Guarana,Yes,No,Online ads,Compact and portable cans,Yes,50-99,Supermarkets,Studying/working late,,,
128426,Daily,Throughout the day,Increased energy and focus,No,Neutral,Effective,No,5,Health concerns,Cola-Coka,Taste/flavor preference,Other,Vitamins,No,Not Sure,TV commercials,Collectible packaging,Yes,100-150,Supermarkets,Studying/working late,,,
128427,2-3 times a week,For mental alertness,Increased energy and focus,Yes,Negative,Effective,Yes,5,Not interested in energy drinks,Bepsi,Availability,Healthier alternatives,Vitamins,Yes,Yes,TV commercials,Compact and portable cans,No,100-150,Gyms and fitness centers,Studying/working late,,,
128428,Daily,Throughout the day,To combat fatigue,Yes,Positive,Healthy,Yes,3,Not available locally,Bepsi,Effectiveness,More natural ingredients,Caffeine,Yes,Yes,Online ads,Innovative bottle design,No,100-150,Online retailers,Studying/working late,,,
128429,2-3 times a week,To stay awake during work/study,To combat fatigue,Yes,Neutral,Effective,Yes,2,Other,Sky 9,Other,More natural ingredients,Vitamins,Yes,Yes,Print media,Compact and portable cans,No,Above 150,Supermarkets,Studying/working late,,,
128430,2-3 times a week,Before exercise,Increased energy and focus,No,Neutral,Not sure,No,5,Not available locally,Gangster,Other,More natural ingredients,Caffeine,Yes,No,Other,Innovative bottle design,No,50-99,Gyms and fitness centers,Studying/working late,,,
128431,2-3 times a week,Before exercise,To boost performance,Yes,Negative,Effective,Yes,1,Other,Gangster,Effectiveness,Wider range of flavors,Vitamins,No,Yes,Online ads,Compact and portable cans,No,50-99,Supermarkets,Studying/working late,,,
128432,2-3 times a week,For mental alertness,Increased energy and focus,Yes,Positive,Healthy,Yes,2,Other,Cola-Coka,Other,Wider range of flavors,Caffeine,No,Yes,TV commercials,Innovative bottle design,Not Sure,50-99,Gyms and fitness centers,Studying/working late,,,
128433,Once a week,Throughout the day,Increased energy and focus,Yes,Neutral,Healthy,Yes,1,Health concerns,Gangster,Brand reputation,Wider range of flavors,Sugar,No,Yes,Online ads,Innovative bottle design,Yes,100-150,Supermarkets,Studying/working late,,,
128434,Once a week,Before exercise,To combat fatigue,Yes,Neutral,Effective,No,4,Health concerns,Bepsi,Effectiveness,Healthier alternatives,Sugar,Yes,Not Sure,TV commercials,Compact and portable cans,Yes,100-150,Gyms and fitness centers,Studying/working late,,,
128435,Rarely,Before exercise,Increased energy and focus,No,Neutral,Not sure,No,3,Not interested in energy drinks,Sky 9,Brand reputation,Other,Guarana,Yes,Yes,TV commercials,Compact and portable cans,Yes,Below 50,Gyms and fitness centers,Studying/working late,,,
128436,Rarely,Before exercise,To boost performance,No,Neutral,Healthy,No,4,Unfamiliar with the brand,Gangster,Effectiveness,More natural ingredients,Caffeine,No,Yes,Online ads,Compact and portable cans,No,50-99,Supermarkets,Studying/working late,,,
128437,2-3 times a week,For mental alertness,Other,No,Positive,Dangerous,Yes,4,Health concerns,CodeX,Brand reputation,Healthier alternatives,Sugar,No,Not Sure,Outdoor billboards,Innovative bottle design,Not Sure,100-150,Supermarkets,Studying/working late,,,
128438,Once a week,For mental alertness,To enhance sports performance,No,Positive,Effective,No,4,Not interested in energy drinks,Gangster,Brand reputation,Reduced sugar content,Sugar,Yes,No,TV commercials,Innovative bottle design,Yes,Above 150,Other,Studying/working late,,,
128439,Rarely,For mental alertness,To boost performance,No,Positive,Effective,No,1,Health concerns,Bepsi,Effectiveness,Healthier alternatives,Guarana,Yes,No,Online ads,Compact and portable cans,Not Sure,Above 150,Supermarkets,Studying/working late,,,
128440,Rarely,To stay awake during work/study,To combat fatigue,No,Neutral,Effective,No,2,Unfamiliar with the brand,Gangster,Availability,More natural ingredients,Sugar,Yes,Yes,TV commercials,Compact and portable cans,No,50-99,Supermarkets,Studying/working late,,,
128441,2-3 times a month,For mental alertness,To combat fatigue,Yes,Positive,Not sure,No,5,Unfamiliar with the brand,Bepsi,Effectiveness,More natural ingredients,Sugar,Yes,Yes,TV commercials,Compact and portable cans,No,Below 50,Supermarkets,Studying/working late,,,
128442,Daily,Before exercise,To boost performance,Yes,Neutral,Effective,No,1,Not interested in energy drinks,Gangster,Effectiveness,More natural ingredients,Vitamins,Yes,Not Sure,TV commercials,Eco-friendly design,No,50-99,Online retailers,Studying/working late,,,
128443,2-3 times a week,Before exercise,To boost performance,No,Neutral,Dangerous,No,5,Not available locally,Bepsi,Taste/flavor preference,Reduced sugar content,Vitamins,Yes,Not Sure,TV commercials,Collectible packaging,Not Sure,100-150,Supermarkets,Studying/working late,,,
128444,Rarely,To stay awake during work/study,Increased energy and focus,No,Neutral,Healthy,Yes,5,Other,Bepsi,Taste/flavor preference,More natural ingredients,Sugar,Yes,Yes,Online ads,Compact and portable cans,Yes,50-99,Supermarkets,Studying/working late,,,
128445,2-3 times a week,To stay awake during work/study,To enhance sports performance,No,Neutral,Not sure,Yes,1,Unfamiliar with the brand,Gangster,Taste/flavor preference,More natural ingredients,Caffeine,Yes,Yes,Other,Compact and portable cans,Not Sure,Below 50,Supermarkets,Studying/working late,,,
128446,Rarely,For mental alertness,Increased energy and focus,No,Neutral,Effective,Yes,2,Other,Bepsi,Other,Other,Vitamins,Yes,No,Other,Compact and portable cans,No,100-150,Supermarkets,Studying/working late,,,
128447,Rarely,For mental alertness,To combat fatigue,Yes,Neutral,Dangerous,No,3,Unfamiliar with the brand,Cola-Coka,Other,More natural ingredients,Guarana,Yes,Yes,Online ads,Innovative bottle design,No,100-150,Supermarkets,Studying/working late,,,
128448,2-3 times a week,Before exercise,To combat fatigue,No,Positive,Not sure,No,2,Not interested in energy drinks,Sky 9,Taste/flavor preference,More natural ingredients,Caffeine,No,Yes,TV commercials,Innovative bottle design,No,50-99,Supermarkets,Studying/working late,,,
128449,2-3 times a month,Before exercise,To boost performance,Yes,Negative,Healthy,No,2,Not interested in energy drinks,Bepsi,Effectiveness,Wider range of flavors,Sugar,Yes,Yes,Online ads,Collectible packaging,Not Sure,100-150,Supermarkets,Studying/working late,,,
128450,2-3 times a week,To stay awake during work/study,To enhance sports performance,No,Negative,Healthy,No,3,Health concerns,Bepsi,Effectiveness,More natural ingredients,Sugar,No,Yes,Other,Innovative bottle design,Yes,100-150,Online retailers,Studying/working late,,,
128451,Rarely,To stay awake during work/study,To combat fatigue,No,Neutral,Not sure,No,5,Health concerns,Gangster,Availability,More natural ingredients,Caffeine,Yes,No,Online ads,Innovative bottle design,No,50-99,Supermarkets,Studying/working late,,,
128452,Daily,To stay awake during work/study,To enhance sports performance,No,Neutral,Healthy,No,5,Health concerns,Cola-Coka,Brand reputation,More natural ingredients,Caffeine,Yes,Yes,Print media,Innovative bottle design,Yes,Above 150,Supermarkets,Studying/working late,,,
128453,Rarely,Before exercise,To combat fatigue,No,Negative,Effective,Yes,3,Not interested in energy drinks,Sky 9,Effectiveness,Reduced sugar content,Sugar,Yes,Yes,TV commercials,Other,No,100-150,Other,Studying/working late,,,
128454,2-3 times a week,To stay awake during work/study,To combat fatigue,No,Negative,Not sure,No,3,Not available locally,Cola-Coka,Other,More natural ingredients,Guarana,Yes,Yes,Online ads,Other,No,50-99,Supermarkets,Studying/working late,,,
128455,2-3 times a week,To stay awake during work/study,To combat fatigue,No,Neutral,Not sure,No,5,Not interested in energy drinks,Sky 9,Effectiveness,Reduced sugar content,Caffeine,No,No,Outdoor billboards,Compact and portable cans,Yes,100-150,Gyms and fitness centers,Studying/working late,,,
128456,Rarely,To stay awake during work/study,To enhance sports performance,No,Positive,Healthy,No,4,Health concerns,Cola-Coka,Other,More natural ingredients,Caffeine,Yes,Yes,Online ads,Collectible packaging,Yes,Above 150,Gyms and fitness centers,Studying/working late,,,
128457,2-3 times a month,To stay awake during work/study,Increased energy and focus,No,Negative,Dangerous,No,5,Not interested in energy drinks,Cola-Coka,Taste/flavor preference,Reduced sugar content,Vitamins,No,Not Sure,Online ads,Compact and portable cans,Yes,100-150,Gyms and fitness centers,Studying/working late,,,
128458,2-3 times a month,To stay awake during work/study,Other,Yes,Neutral,Dangerous,Yes,4,Not available locally,Gangster,Taste/flavor preference,Reduced sugar content,Caffeine,Yes,Not Sure,Online ads,Compact and portable cans,Not Sure,100-150,Supermarkets,Studying/working late,,,
128459,2-3 times a month,Throughout the day,To enhance sports performance,Yes,Positive,Not sure,No,5,Unfamiliar with the brand,Sky 9,Effectiveness,Wider range of flavors,Caffeine,Yes,Not Sure,Print media,Compact and portable cans,No,Above 150,Supermarkets,Studying/working late,,,
128460,Rarely,To stay awake during work/study,Increased energy and focus,No,Positive,Effective,No,3,Health concerns,Blue Bull,Availability,Wider range of flavors,Vitamins,No,Not Sure,Online ads,Innovative bottle design,No,50-99,Supermarkets,Studying/working late,,,
128461,Daily,Before exercise,Other,No,Neutral,Not sure,Yes,3,Health concerns,Sky 9,Effectiveness,More natural ingredients,Caffeine,Yes,No,Print media,Compact and portable cans,No,Below 50,Supermarkets,Studying/working late,,,
128462,Once a week,Throughout the day,To enhance sports performance,Yes,Neutral,Not sure,No,4,Not interested in energy drinks,Bepsi,Effectiveness,Reduced sugar content,Guarana,Yes,Yes,TV commercials,Innovative bottle design,No,100-150,Online retailers,Studying/working late,,,
128463,Once a week,Before exercise,To boost performance,Yes,Neutral,Dangerous,Yes,4,Not interested in energy drinks,Blue Bull,Effectiveness,Reduced sugar content,Caffeine,No,Yes,Outdoor billboards,Innovative bottle design,Not Sure,100-150,Supermarkets,Studying/working late,,,
